,Unnamed: 0,Orden,Expediente,Caratula,Fecha
3758,3758,19,1090/19,D.................... S/EJECUCION DE HONORARIOS,17-05-2022
3759,3759,20,1158/17,D.................... S/EJECUCION DE HONORARIOS,17-05-2022
3760,3760,21,1984/18,D.................... S/EJECUCION DE HONORARIOS,17-05-2022
3761,3761,22,1160/17,D.................... S/EJECUCION DE SENTENCIA,17-05-2022
3762,3762,23,709/20,D.................... S/ELEVA ACTUACIONES,17-05-2022
3763,3763,24,67/22-OF,D.................... S/OFICIO,17-05-2022
3764,3764,25,395/22-S,D.................... S/VIOLENCIA DE GENERO,17-05-2022
3765,3765,26,262/19,F.................... S/INCIDENTE,17-05-2022
3766,3766,27,1790/18,F.................... S/PROTECCION INTEGRAL,17-05-2022
3767,3767,28,21/22-S,F.................... S/PROTECCION INTEGRAL,17-05-2022
3768,3768,29,810/20,F.................... S/RECTIFICACION DE PARTIDA,17-05-2022
3769,3769,30,11/17,F.................... S/VIOLENCIA FAMILIAR (DENUNCIA,17-05-2022
3770,3770,31,393/22-C,G.................... S/HOMOLOGACION DE CONVENIO,17-05-2022
3771,3771,32,1191/18,G.................... S/PROTECCION INTEGRAL,17-05-2022
3772,3772,33,1870/18,G.................... S/VIOLENCIA FAMILIAR,17-05-2022
3773,3773,34,1058/16,G.................... S/VIOLENCIA FAMILIAR (DENUNCIA,17-05-2022
3774,3774,35,1361/15,G.................... S/VIOLENCIA FAMILIAR (DENUNCIA,17-05-2022
3775,3775,36,629/18,G.................... S/VIOLENCIA FAMILIAR (DENUNCIA,17-05-2022
3776,3776,37,295/22-S,G.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,17-05-2022
3777,3777,38,239/22-C,H.................... S/ALIMENTOS,17-05-2022
3778,3778,39,372/22-S,J.................... S/ELEVA ACTUACIONES,17-05-2022
3779,3779,40,48/22-S,J.................... S/ELEVA ACTUACIONES,17-05-2022
3780,3780,41,95/09-JC,K.................... S/.BENEFICIO DE LITIGAR SIN GASTOS,17-05-2022
3781,3781,42,96/09-JC,K.................... S/.FILIACION- DAÑO MORAL,17-05-2022
3782,3782,43,1321/18,K.................... S/BENEFICIO DE LITIGAR SIN GASTOS,17-05-2022
3783,3783,44,174/22-S,L.................... S/VIOLENCIA DE GENERO,17-05-2022
3784,3784,45,318/22-S,L.................... S/VIOLENCIA DE GENERO,17-05-2022
3785,3785,46,364/20,L.................... S/VIOLENCIA FAMILIAR,17-05-2022
3786,3786,47,1241/19,M.................... S/ADOPCION SIMPLE,17-05-2022
3787,3787,48,593/17,M.................... S/DIVORCIO VINCULAR,17-05-2022
3788,3788,49,438/20,M.................... S/PROTECCION INTEGRAL,17-05-2022
3789,3789,50,425/20,M.................... S/VIOLENCIA FAMILIAR,17-05-2022
3790,3790,51,617/20,M.................... S/VIOLENCIA FAMILIAR,17-05-2022
3791,3791,52,200/22-S,N.................... S/VIOLENCIA FAMILIAR,17-05-2022
3792,3792,53,1142/17,O.................... S/VIOLENCIA FAMILIAR,17-05-2022
3793,3793,54,394/22-S,P.................... S/VIOLENCIA DE GENERO,17-05-2022
3794,3794,55,1360/18,P.................... S/VIOLENCIA FAMILIAR,17-05-2022
3795,3795,56,1620/19,P.................... S/VIOLENCIA FAMILIAR,17-05-2022
3796,3796,57,755/15,R.................... S/ADOPCION PLENA,17-05-2022
3797,3797,58,380/22-C,R.................... S/MEDIDA CAUTELAR,17-05-2022
3798,3798,59,132/18,R.................... S/PROTECCION DE PERSONA,17-05-2022
3799,3799,60,396/22-S,R.................... S/PROTECCION INTEGRAL,17-05-2022
3800,3800,61,388/22-C,S.................... S/HOMOLOGACION DE CONVENIO,17-05-2022
3801,3801,62,646/19,S.................... S/PROTECCION INTEGRAL,17-05-2022
3802,3802,63,232/22-S,S.................... S/VIOLENCIA DE GENERO,17-05-2022
3803,3803,64,101/22-C,T.................... S/CUIDADO PERSONAL,17-05-2022
3804,3804,65,858/14,T.................... S/PROTECCION DE PERSONA,17-05-2022
3805,3805,66,195/22-S,V.................... S/VIOLENCIA DE GENERO,17-05-2022
3806,3806,67,370/19,Y.................... S/DECLARACION DE ADOPTABILIDAD,17-05-2022
3807,3807,68,1792/19,Y.................... S/VIOLENCIA FAMILIAR,17-05-2022
3808,3808,1,252/17,A.................... S/HOMOLOGACION DE CONVENIO,19-05-2022
3809,3809,2,11/22-S,A.................... S/PROTECCION INTEGRAL,19-05-2022
3810,3810,3,41/18,A.................... S/VIOLENCIA DE GENERO,19-05-2022
3811,3811,4,1755/19,A.................... S/VIOLENCIA FAMILIAR,19-05-2022
3812,3812,5,369/20,A.................... S/VIOLENCIA FAMILIAR,19-05-2022
3813,3813,6,498/17,B.................... S/HOMOLOGACION DE CONVENIO,19-05-2022
3814,3814,7,398/20,B.................... S/VIOLENCIA FAMILIAR,19-05-2022
3815,3815,8,760/20,B.................... S/VIOLENCIA FAMILIAR,19-05-2022
3816,3816,9,49/17,C.................... S/ELEVA ACTUACIONES,19-05-2022
3817,3817,10,247/22-S,C.................... S/VIOLENCIA FAMILIAR,19-05-2022
3818,3818,11,413/20,C.................... S/VIOLENCIA FAMILIAR,19-05-2022
3819,3819,12,139/17,D.................... S/ELEVA ACTUACIONES,19-05-2022
3820,3820,13,1563/18,F.................... S/ALIMENTOS,19-05-2022
3821,3821,14,215/22-C,F.................... S/HOMOLOGACION DE CONVENIO,19-05-2022
3822,3822,15,1358/19,F.................... S/MEDIDA CAUTELAR,19-05-2022
3823,3823,16,400/22-S,F.................... S/VIOLENCIA FAMILIAR,19-05-2022
3824,3824,17,372/21-C,G.................... S/ALIMENTOS,19-05-2022
3825,3825,18,290/16,G.................... S/DIVORCIO VINCULAR,19-05-2022
3826,3826,19,405/22-S,G.................... S/PROTECCION INTEGRAL,19-05-2022
3827,3827,20,28/22-S,G.................... S/VIOLENCIA DE GENERO,19-05-2022
3828,3828,21,295/22-S,G.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,19-05-2022
3829,3829,22,121/22-S,J.................... S/ELEVA ACTUACIONES,19-05-2022
3830,3830,23,127/17,J.................... S/ELEVA ACTUACIONES,19-05-2022
3831,3831,24,133/22-S,J.................... S/ELEVA ACTUACIONES,19-05-2022
3832,3832,25,168/22-S,J.................... S/ELEVA ACTUACIONES,19-05-2022
3833,3833,26,176/22-S,J.................... S/ELEVA ACTUACIONES,19-05-2022
3834,3834,27,68/22-S,J.................... S/ELEVA ACTUACIONES,19-05-2022
3835,3835,28,765/20,J.................... S/ELEVA ACTUACIONES,19-05-2022
3836,3836,29,266/17,K.................... S/VIOLENCIA FAMILIAR (DENUNCIA,19-05-2022
3837,3837,30,193/21-C,L.................... S/CUIDADO PERSONAL,19-05-2022
3838,3838,31,483/14,L.................... S/EJECUCION DE SENTENCIA,19-05-2022
3839,3839,32,318/22-S,L.................... S/VIOLENCIA DE GENERO,19-05-2022
3840,3840,33,364/20,L.................... S/VIOLENCIA FAMILIAR,19-05-2022
3841,3841,34,1284/19,M.................... S/MEDIDA CAUTELAR,19-05-2022
3842,3842,35,290/01,O.................... S/.SEPARACION PERSONAL,19-05-2022
3843,3843,36,181/21-C,P.................... S/MEDIDA CAUTELAR,19-05-2022
3844,3844,37,394/22-S,P.................... S/VIOLENCIA DE GENERO,19-05-2022
3845,3845,38,803/20,P.................... S/VIOLENCIA DE GENERO,19-05-2022
3846,3846,39,1044/19,P.................... S/VIOLENCIA FAMILIAR,19-05-2022
3847,3847,40,446/20,R.................... S/PROTECCION DE PERSONA,19-05-2022
3848,3848,41,692/14,R.................... S/PROTECCION DE PERSONA,19-05-2022
3849,3849,42,102/19,R.................... S/VIOLENCIA FAMILIAR,19-05-2022
3850,3850,43,595/20,R.................... S/VIOLENCIA FAMILIAR,19-05-2022
3851,3851,44,1584/19,S.................... S/ALIMENTOS,19-05-2022
3852,3852,45,318/21-C,S.................... S/ALIMENTOS,19-05-2022
3853,3853,46,317/21-C,S.................... S/HOMOLOGACION DE CONVENIO,19-05-2022
3854,3854,47,1732/18,S.................... S/MEDIDA CAUTELAR,19-05-2022
3855,3855,48,232/22-S,S.................... S/VIOLENCIA DE GENERO,19-05-2022
3856,3856,49,251/22-S,S.................... S/VIOLENCIA DE GENERO,19-05-2022
3857,3857,50,246/22-S,S.................... S/VIOLENCIA FAMILIAR,19-05-2022
3858,3858,51,1001/18,S.................... S/VIOLENCIA FAMILIAR (DENUNCIA,19-05-2022
3859,3859,52,635/20,V.................... S/ALIMENTOS,19-05-2022
3860,3860,53,322/22-C,V.................... S/INCIDENTE DE CESACION DE CUOTA,19-05-2022
3861,3861,54,256/22-C,V.................... S/MEDIDA CAUTELAR,19-05-2022
3862,3862,55,65/22-S,V.................... S/VIOLENCIA DE GENERO,19-05-2022
3863,3863,1,1003/18,A.................... S/FILIACION Y DAÑO MORAL,20-05-2022
3864,3864,2,218/22-C,A.................... S/INCIDENTE,20-05-2022
3865,3865,3,219/22-C,A.................... S/INCIDENTE,20-05-2022
3866,3866,4,380/21-C,A.................... S/MEDIDA CAUTELAR,20-05-2022
3867,3867,5,390/22-S,A.................... S/PROTECCION DE PERSONA,20-05-2022
3868,3868,6,398/22-S,A.................... S/VIOLENCIA DE GENERO,20-05-2022
3869,3869,7,912/15,B.................... S/DECLARACION DE INCAPACIDAD,20-05-2022
3870,3870,8,340/22-S,B.................... S/PRESENTACION,20-05-2022
3871,3871,9,76/22-S,B.................... S/VIOLENCIA DE GENERO,20-05-2022
3872,3872,10,1001/17,B.................... S/VIOLENCIA FAMILIAR (DENUNCIA,20-05-2022
3873,3873,11,210/17,B.................... S/VIOLENCIA FAMILIAR (DENUNCIA,20-05-2022
3874,3874,12,1867/19,C.................... S/ALIMENTOS,20-05-2022
3875,3875,13,1180/19,C.................... S/DERECHO Y DEBER DE COMUNICACION,20-05-2022
3876,3876,14,1364/19,C.................... S/ELEVA ACTUACIONES,20-05-2022
3877,3877,15,257/20,C.................... S/ELEVA ACTUACIONES,20-05-2022
3878,3878,16,184/22-S,C.................... S/VIOLENCIA DE GENERO,20-05-2022
3879,3879,17,392/22-S,C.................... S/VIOLENCIA DE GENERO,20-05-2022
3880,3880,18,904/19,C.................... S/VIOLENCIA FAMILIAR,20-05-2022
3881,3881,19,584/20,D.................... S/DIVORCIO,20-05-2022
3882,3882,20,364/22-S,D.................... S/ELEVA ACTUACIONES,20-05-2022
3883,3883,21,395/22-S,D.................... S/VIOLENCIA DE GENERO,20-05-2022
3884,3884,22,286/15,E.................... S/DECLARACION DE INCAPACIDAD,20-05-2022
3885,3885,23,227/17,E.................... S/VIOLENCIA DE GENERO,20-05-2022
3886,3886,24,342/22-S,E.................... S/VIOLENCIA DE GENERO,20-05-2022
3887,3887,25,261/17,E.................... S/VIOLENCIA FAMILIAR (DENUNCIA,20-05-2022
3888,3888,26,524/16,F.................... S/FILIACION Y DAÑO MORAL,20-05-2022
3889,3889,27,290/21-C,F.................... S/HOMOLOGACION DE CONVENIO,20-05-2022
3890,3890,28,21/22-S,F.................... S/PROTECCION INTEGRAL,20-05-2022
3891,3891,29,274/21-S,F.................... S/VIOLENCIA DE GENERO,20-05-2022
3892,3892,30,342/18,G.................... S/DIVORCIO,20-05-2022
3893,3893,31,912/20,G.................... S/VIOLENCIA FAMILIAR,20-05-2022
3894,3894,32,1135/19,H.................... S/VIOLENCIA FAMILIAR,20-05-2022
3895,3895,33,244/22-S,J.................... S/ELEVA ACTUACIONES,20-05-2022
3896,3896,34,139/22-S,J.................... S/VIOLENCIA DE GENERO,20-05-2022
3897,3897,35,280/21-C,L.................... S/INCIDENTE DE CESACION DE CUOTA,20-05-2022
3898,3898,36,369/22-S,L.................... S/VIOLENCIA DE GENERO,20-05-2022
3899,3899,37,39/22-S,L.................... S/VIOLENCIA DE GENERO,20-05-2022
3900,3900,38,397/22-S,L.................... S/VIOLENCIA DE GENERO,20-05-2022
3901,3901,39,901/20,L.................... S/VIOLENCIA DE GENERO,20-05-2022
3902,3902,40,362/22-S,L.................... S/VIOLENCIA FAMILIAR,20-05-2022
3903,3903,41,148/11-JC,M.................... S/ALIMENTOS,20-05-2022
3904,3904,42,1171/16,N.................... S/BENEFICIO DE LITIGAR SIN GASTOS,20-05-2022
3905,3905,43,1006/16,N.................... S/FILIACION,20-05-2022
3906,3906,44,340/20,O.................... S/DIVORCIO,20-05-2022
3907,3907,45,592/15,O.................... S/DIVORCIO VINCULAR,20-05-2022
3908,3908,46,136/21-C,O.................... S/INCIDENTE DE MODIFICACION DE,20-05-2022
3909,3909,47,1439/19,O.................... S/MEDIDA CAUTELAR,20-05-2022
3910,3910,48,142/22-S,P.................... S/VIOLENCIA DE GENERO,20-05-2022
3911,3911,49,394/22-S,P.................... S/VIOLENCIA DE GENERO,20-05-2022
3912,3912,50,1183/18,R.................... S/ALIMENTOS,20-05-2022
3913,3913,51,107/21-C,R.................... S/MEDIDA CAUTELAR,20-05-2022
3914,3914,52,595/20,R.................... S/VIOLENCIA FAMILIAR,20-05-2022
3915,3915,53,244/17,S.................... S/DIVORCIO VINCULAR,20-05-2022
3916,3916,54,618/16,S.................... S/DIVORCIO VINCULAR,20-05-2022
3917,3917,55,356/13,S.................... S/FILIACION Y DAÑO MORAL,20-05-2022
3918,3918,56,1216/18,S.................... S/GUARDA JUDICIAL,20-05-2022
3919,3919,57,323/22-C,S.................... S/INCIDENTE,20-05-2022
3920,3920,58,104/21-C,S.................... S/MEDIDA AUTOSATISFACTIVA,20-05-2022
3921,3921,59,243/21-C,U.................... S/INCIDENTE,20-05-2022
3922,3922,60,143/22-C,V.................... S/DIVORCIO,20-05-2022
3923,3923,61,185/21-S,V.................... S/PROTECCION INTEGRAL,20-05-2022
3924,3924,62,578/18,X.................... S/DIVORCIO,20-05-2022
3925,3925,1,882/18,A.................... S/DIVORCIO,23-05-2022
3926,3926,2,999/17,A.................... S/FILIACION,23-05-2022
3927,3927,3,853/20,A.................... S/INCIDENTE DE CESACION DE CUOTA,23-05-2022
3928,3928,4,309/21-C,A.................... S/LIQUIDACION SOCIEDAD CONYUGAL,23-05-2022
3929,3929,5,418/14,B.................... S/DECLARACION DE INCAPACIDAD,23-05-2022
3930,3930,6,1100/17,B.................... S/FILIACION Y DAÑO MORAL,23-05-2022
3931,3931,7,478/14,C.................... S/DECLARACION DE INCAPACIDAD,23-05-2022
3932,3932,8,343/14,C.................... S/ELEVA ACTUACIONES,23-05-2022
3933,3933,9,787/20,C.................... S/ELEVA ACTUACIONES,23-05-2022
3934,3934,10,1607/18,C.................... S/GUARDA JUDICIAL,23-05-2022
3935,3935,11,416/22-S,C.................... S/PROTECCION INTEGRAL,23-05-2022
3936,3936,12,206/22-S,D.................... S/PROTECCION INTEGRAL,23-05-2022
3937,3937,13,647/20,F.................... S/VIOLENCIA FAMILIAR,23-05-2022
3938,3938,14,348/22-S,G.................... S/PROTECCION INTEGRAL,23-05-2022
3939,3939,15,418/22-S,G.................... S/PROTECCION INTEGRAL,23-05-2022
3940,3940,16,912/20,G.................... S/VIOLENCIA FAMILIAR,23-05-2022
3941,3941,17,342/21-S,H.................... S/VIOLENCIA DE GENERO,23-05-2022
3942,3942,18,276/17,I.................... S/GUARDA JUDICIAL,23-05-2022
3943,3943,19,124/20,J.................... S/ELEVA ACTUACIONES,23-05-2022
3944,3944,20,133/22-S,J.................... S/ELEVA ACTUACIONES,23-05-2022
3945,3945,21,1779/19,J.................... S/ELEVA ACTUACIONES,23-05-2022
3946,3946,22,321/22-S,J.................... S/ELEVA ACTUACIONES,23-05-2022
3947,3947,23,417/22-S,J.................... S/ELEVA ACTUACIONES,23-05-2022
3948,3948,24,680/20,J.................... S/ELEVA ACTUACIONES,23-05-2022
3949,3949,25,924/14,K.................... S/ALIMENTOS,23-05-2022
3950,3950,26,518/16,L.................... S/GUARDA JUDICIAL,23-05-2022
3951,3951,27,280/21-C,L.................... S/INCIDENTE DE CESACION DE CUOTA,23-05-2022
3952,3952,28,03/22-S,L.................... S/VIOLENCIA DE GENERO,23-05-2022
3953,3953,29,304/21-C,M.................... S/CUIDADO PERSONAL,23-05-2022
3954,3954,30,71/21-C,M.................... S/HOMOLOGACION DE CONVENIO,23-05-2022
3955,3955,31,278/22-S,M.................... S/VIOLENCIA DE GENERO,23-05-2022
3956,3956,32,203/21-C,N.................... S/INCIDENTE,23-05-2022
3957,3957,33,200/22-S,N.................... S/VIOLENCIA FAMILIAR,23-05-2022
3958,3958,34,306/21-C,P.................... S/MEDIDA CAUTELAR,23-05-2022
3959,3959,35,46/22-S,P.................... S/PRESENTACION,23-05-2022
3960,3960,36,394/22-S,P.................... S/VIOLENCIA DE GENERO,23-05-2022
3961,3961,37,507/20,P.................... S/VIOLENCIA FAMILIAR,23-05-2022
3962,3962,38,943/19,Q.................... S/GUARDA JUDICIAL,23-05-2022
3963,3963,39,260/12,R.................... S/DECLARACION DE INCAPACIDAD,23-05-2022
3964,3964,40,174/21-C,R.................... S/EJECUCION DE ALIMENTOS,23-05-2022
3965,3965,41,114/09-JC,R.................... S/FILIACION Y DAÑO MORAL,23-05-2022
3966,3966,42,257/22-C,R.................... S/HOMOLOGACION DE CONVENIO,23-05-2022
3967,3967,43,1163/18,R.................... S/VIOLENCIA DE GENERO,23-05-2022
3968,3968,44,212/20,R.................... S/VIOLENCIA FAMILIAR,23-05-2022
3969,3969,45,105/10-JC,S.................... S/.GUARDA JUDICIAL,23-05-2022
3970,3970,46,453/19,S.................... S/ADOPCION PLENA,23-05-2022
3971,3971,47,604/20,S.................... S/VIOLENCIA DE GENERO,23-05-2022
3972,3972,48,528/20,S.................... S/VIOLENCIA FAMILIAR,23-05-2022
3973,3973,49,617/17,S.................... S/VIOLENCIA FAMILIAR (DENUNCIA,23-05-2022
3974,3974,50,751/18,V.................... S/DIVORCIO,23-05-2022
3975,3975,51,776/19,V.................... S/HOMOLOGACION DE CONVENIO,23-05-2022
3976,3976,52,478/17,V.................... S/VIOLENCIA FAMILIAR (DENUNCIA,23-05-2022
3977,3977,53,370/19,Y.................... S/DECLARACION DE ADOPTABILIDAD,23-05-2022
3978,3978,54,1218/17,Z.................... S/ALIMENTOS,23-05-2022
3979,3979,55,1025/17,Z.................... S/VIOLENCIA FAMILIAR,23-05-2022
3980,3980,1,433/07-JC,A.................... S/.FILIACION,24-05-2022
3981,3981,2,128/09-JC,A.................... S/.FILIACION- DAÑO MORAL,24-05-2022
3982,3982,3,712/19,A.................... S/MEDIDA CAUTELAR,24-05-2022
3983,3983,4,545/20,A.................... S/VIOLENCIA FAMILIAR,24-05-2022
3984,3984,5,1107/16,A.................... S/VIOLENCIA FAMILIAR (DENUNCIA,24-05-2022
3985,3985,6,580/15,B.................... S/INCIDENTE,24-05-2022
3986,3986,7,147/22-C,B.................... S/MEDIDA CAUTELAR,24-05-2022
3987,3987,8,240/09-JC,C.................... S/.FILIACION- DAÑO MORAL,24-05-2022
3988,3988,9,1818/18,C.................... S/DIVORCIO,24-05-2022
3989,3989,10,361/20,C.................... S/ELEVA ACTUACIONES,24-05-2022
3990,3990,11,814/20,C.................... S/FILIACION Y DAÑO MORAL,24-05-2022
3991,3991,12,59/22-S,C.................... S/VIOLENCIA DE GENERO,24-05-2022
3992,3992,13,809/20,C.................... S/VIOLENCIA DE GENERO,24-05-2022
3993,3993,14,421/22-S,C.................... S/VIOLENCIA FAMILIAR,24-05-2022
3994,3994,15,429/19,C.................... S/VIOLENCIA FAMILIAR (DENUNCIA,24-05-2022
3995,3995,16,634/20,D.................... S/BENEFICIO DE LITIGAR SIN GASTOS,24-05-2022
3996,3996,17,1889/19,D.................... S/EJECUCION DE HONORARIOS,24-05-2022
3997,3997,18,633/20,D.................... S/FILIACION Y DAÑO MORAL,24-05-2022
3998,3998,19,177/22-S,D.................... S/PROTECCION INTEGRAL,24-05-2022
3999,3999,20,1611/19,D.................... S/VIOLENCIA FAMILIAR,24-05-2022
4000,4000,21,252/18,D.................... S/VIOLENCIA FAMILIAR,24-05-2022
4001,4001,22,639/16,F.................... S/INCIDENTE,24-05-2022
4002,4002,23,1358/19,F.................... S/MEDIDA CAUTELAR,24-05-2022
4003,4003,24,278/07-JC,G.................... S/.FILIACION,24-05-2022
4004,4004,25,238/17,G.................... S/ALIMENTOS,24-05-2022
4005,4005,26,697/18,G.................... S/IMPUGNACION DE PATERNIDAD,24-05-2022
4006,4006,27,1287/17,G.................... S/NULIDAD DE RECONOCIMIENTO DE,24-05-2022
4007,4007,28,206/20,G.................... S/PROTECCION DE PERSONA,24-05-2022
4008,4008,29,554/13,I.................... S/FILIACION,24-05-2022
4009,4009,30,210/22-S,J.................... S/ELEVA ACTUACIONES,24-05-2022
4010,4010,31,231/20,J.................... S/ELEVA ACTUACIONES,24-05-2022
4011,4011,32,662/20,L.................... S/CONTROL DE LEGALIDAD,24-05-2022
4012,4012,33,1603/19,L.................... S/NULIDAD DE RECONOCIMIENTO DE,24-05-2022
4013,4013,34,276/15,L.................... S/VIOLENCIA FAMILIAR (DENUNCIA,24-05-2022
4014,4014,35,725/15,L.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,24-05-2022
4015,4015,36,299/21-C,M.................... S/GUARDA JUDICIAL,24-05-2022
4016,4016,37,355/21-S,M.................... S/PROTECCION INTEGRAL,24-05-2022
4017,4017,38,411/20,M.................... S/VIOLENCIA FAMILIAR,24-05-2022
4018,4018,39,577/16,M.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,24-05-2022
4019,4019,40,343/22-S,N.................... S/VIOLENCIA FAMILIAR,24-05-2022
4020,4020,41,645/15,N.................... S/VIOLENCIA FAMILIAR (DENUNCIA,24-05-2022
4021,4021,42,1142/17,O.................... S/VIOLENCIA FAMILIAR,24-05-2022
4022,4022,43,1186/19,P.................... S/IMPUGNACION DE PATERNIDAD,24-05-2022
4023,4023,44,811/20,P.................... S/INCIDENTE DE CESACION DE CUOTA,24-05-2022
4024,4024,45,93/21-C,P.................... S/INCIDENTE DE MODIFICACION DE,24-05-2022
4025,4025,46,181/22-S,P.................... S/VIOLENCIA DE GENERO,24-05-2022
4026,4026,47,427/22-S,P.................... S/VIOLENCIA DE GENERO,24-05-2022
4027,4027,48,304/22-S,P.................... S/VIOLENCIA FAMILIAR,24-05-2022
4028,4028,49,317/22-S,P.................... S/VIOLENCIA FAMILIAR,24-05-2022
4029,4029,50,480/15,P.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,24-05-2022
4030,4030,51,708/15,P.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,24-05-2022
4031,4031,52,1983/18,R.................... S/GUARDA JUDICIAL,24-05-2022
4032,4032,53,319/21-C,R.................... S/MEDIDA CAUTELAR,24-05-2022
4033,4033,54,419/22-S,R.................... S/VIOLENCIA DE GENERO,24-05-2022
4034,4034,55,1288/18,R.................... S/VIOLENCIA FAMILIAR,24-05-2022
4035,4035,56,258/20,R.................... S/VIOLENCIA FAMILIAR,24-05-2022
4036,4036,57,656/20,R.................... S/VIOLENCIA FAMILIAR,24-05-2022
4037,4037,58,400/14,R.................... S/VIOLENCIA FAMILIAR (DENUNCIA,24-05-2022
4038,4038,59,60/21-C,S.................... S/ALIMENTOS,24-05-2022
4039,4039,60,467/18,S.................... S/PROTECCION INTEGRAL,24-05-2022
4040,4040,61,1670/19,S.................... S/VIOLENCIA FAMILIAR,24-05-2022
4041,4041,62,361/22-S,S.................... S/VIOLENCIA FAMILIAR,24-05-2022
4042,4042,63,448/17,S.................... S/VIOLENCIA FAMILIAR (DENUNCIA,24-05-2022
4043,4043,64,1750/19,T.................... S/DIVORCIO,24-05-2022
4044,4044,65,762/14,V.................... S/DECLARACION DE INCAPACIDAD,24-05-2022
4045,4045,1,311/22-C,A.................... S/BENEFICIO DE LITIGAR SIN GASTOS,26-05-2022
4046,4046,2,1282/18,A.................... S/VIOLENCIA FAMILIAR,26-05-2022
4047,4047,3,273/17,A.................... S/VIOLENCIA FAMILIAR (DENUNCIA,26-05-2022
4048,4048,4,384/22-C,B.................... S/MEDIDA CAUTELAR,26-05-2022
4049,4049,5,243/22-S,C.................... S/CONTROL DE LEGALIDAD,26-05-2022
4050,4050,6,373/21-S,C.................... S/CONTROL DE LEGALIDAD,26-05-2022
4051,4051,7,397/20,C.................... S/ELEVA ACTUACIONES,26-05-2022
4052,4052,8,43/20,C.................... S/ELEVA ACTUACIONES,26-05-2022
4053,4053,9,499/18,C.................... S/FILIACION,26-05-2022
4054,4054,10,1169/15,C.................... S/FILIACION Y DAÑO MORAL,26-05-2022
4055,4055,11,1607/18,C.................... S/GUARDA JUDICIAL,26-05-2022
4056,4056,12,1087/19,C.................... S/HOMOLOGACION DE CONVENIO,26-05-2022
4057,4057,13,178/22-S,C.................... S/VIOLENCIA DE GENERO,26-05-2022
4058,4058,14,308/22-C,D.................... S/EJECUCION DE HONORARIOS,26-05-2022
4059,4059,15,795/19,D.................... S/EJECUCION DE HONORARIOS,26-05-2022
4060,4060,16,04/22-C,D.................... S/LIQUIDACION SOCIEDAD CONYUGAL,26-05-2022
4061,4061,17,672/16,E.................... S/VIOLENCIA FAMILIAR (DENUNCIA,26-05-2022
4062,4062,18,340/17,F.................... S/ELEVA ACTUACIONES,26-05-2022
4063,4063,19,204/22-S,F.................... S/VIOLENCIA DE GENERO,26-05-2022
4064,4064,20,618/14,G.................... S/ALIMENTOS,26-05-2022
4065,4065,21,730/17,G.................... S/GUARDA JUDICIAL,26-05-2022
4066,4066,22,322/21-C,G.................... S/HOMOLOGACION DE CONVENIO,26-05-2022
4067,4067,23,880/19,G.................... S/HOMOLOGACION DE CONVENIO,26-05-2022
4068,4068,24,185/22-S,G.................... S/VIOLENCIA FAMILIAR,26-05-2022
4069,4069,25,317/14,G.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,26-05-2022
4070,4070,26,334/22-S,I.................... S/DECLARACION DE ADOPTABILIDAD,26-05-2022
4071,4071,27,346/21-S,M.................... S/PRESENTACION,26-05-2022
4072,4072,28,399/22-S,M.................... S/VIOLENCIA DE GENERO,26-05-2022
4073,4073,29,95/22-S,N.................... S/VIOLENCIA DE GENERO,26-05-2022
4074,4074,30,343/22-S,N.................... S/VIOLENCIA FAMILIAR,26-05-2022
4075,4075,31,298/22-S,O.................... S/VIOLENCIA DE GENERO,26-05-2022
4076,4076,32,1155/17,O.................... S/VIOLENCIA FAMILIAR,26-05-2022
4077,4077,33,614/20,P.................... S/HOMOLOGACION DE CONVENIO,26-05-2022
4078,4078,34,427/22-S,P.................... S/VIOLENCIA DE GENERO,26-05-2022
4079,4079,35,1800/19,P.................... S/VIOLENCIA FAMILIAR,26-05-2022
4080,4080,36,24/20,P.................... S/VIOLENCIA FAMILIAR,26-05-2022
4081,4081,37,1086/19,R.................... S/FILIACION Y DAÑO MORAL,26-05-2022
4082,4082,38,1183/18,R.................... S/HOMOLOGACION DE CONVENIO,26-05-2022
4083,4083,39,145/22-C,R.................... S/HOMOLOGACION DE CONVENIO,26-05-2022
4084,4084,40,366/21-C,R.................... S/HOMOLOGACION DE CONVENIO,26-05-2022
4085,4085,41,02/22-S,R.................... S/VIOLENCIA DE GENERO,26-05-2022
4086,4086,42,188/22-S,R.................... S/VIOLENCIA DE GENERO,26-05-2022
4087,4087,43,117/22-S,R.................... S/VIOLENCIA FAMILIAR,26-05-2022
4088,4088,44,1517/18,R.................... S/VIOLENCIA FAMILIAR (DENUNCIA,26-05-2022
4089,4089,45,105/10-JC,S.................... S/.GUARDA JUDICIAL,26-05-2022
4090,4090,46,951/19,S.................... S/BENEFICIO DE LITIGAR SIN GASTOS,26-05-2022
4091,4091,47,205/21-C,S.................... S/EJECUCION DE HONORARIOS,26-05-2022
4092,4092,48,1074/14,S.................... S/FILIACION Y DAÑO MORAL,26-05-2022
